question	answer	final_QT	final_AS
اعاني من الرهاب الاجتماعي والقلق كيف يمكنني معالجة ذلك دون الذهاب الى طبيب نفسي،. هل يوجد دواء يمكن اخذه بدون وصفة طبية من طبيب؟	لا يمكن أخذ الأدوية دون تقييم وتشخيص الحالة. يمكنك المتابعة مع معالج نفسي وليس طبيب نفسي، فمن خلال العلاج النفسي يمكن معالجة الأسباب الكامنة التي تؤدي إلى الرهاب الإجتماعي ومساعدتك على زيادة الثقة بالنفس وتقدير الذات وتحسن علاقتك بالآخرين	['B']	['2']
انا اعاني من الاكتئاب لمدة 4 سنوات تناولت الدواء لم ينفعني	لا بد من الحياة وسط الناسنحتاج إلى علاج نفسي وربما علاج أسري وسط العائلة	['B', 'D']	['2']
ودي استفسر بخصوص بروزاك 20 كتبه لي اخصائي نفسي كنت استخدم بروكسات 20 و10 ووقفته انا من نفسي لانه سبب كسل ونوم ووزن زايذ راجعت دكتور نفسي اعطاني بروزاك 20 لكن لم استخدمه	يجب أن تتابع مع الطبيب كما يجب أن تتابع مع معالج نفسي متخصص للمساعدة أيضا لحل الأزمات التي تمر بها أو مررت بها وتؤثر على نفسيتك	['B', 'D']	['1', '2']
هل يجتمع الرهاب الاجتماعي مع الفصام معاا في شخص ( وجود اعراض المرضين) و هل يمكن علاجهما معآ و هل يستمران مدى الحياه ؟	من الممكن أن يكون مريض الفصام يعاني أيضا من القلق الإجتماعي، مريض الفصام يجب أن يتابع علاجه الدوائي طوال حياته والعلاج النفسي.	['A', 'B']	['2']
انفيجا حقن عند تقليل الجرعه الى 100 بدلا من 150 الاعراض هي الهلاوس السمعيه و البصريه و الخوف من حدوث كارثه و جفاف الفم فما هو الحل	لابد من الرجوع للطبيب المعالج لان معظم الادوية النفسية لها اثار جانبية	['B']	['1', '2']
هي القلق من اتفه الامور و الخوف من ردود افعال الناس سواء كان كلام او افعال بطلت اعبر عن رائيي سواء في مواقع التواصل او الواقع خوفاً من ان اسمع كلام مجرح ماهو الحل	لا بد من الحياة وسط الناس تحتاج إلى علاج نفسي وربما علاج أسري وسط العائلة	['B']	['2']
خوف وقلق وعدم تركيز وتوتر ورهاب اجتماعي وفوبيا من الامراض والمستقبل والمجهول ، حاليا اراجع مع دكتور نفسي سؤالي هو هل هناك بديل لدواء الزناكس ويستمر مفعوله لفترة اطول ؟ وشكرا	يجب أن تتابع مسألة الدواء مع الطبيب المعالج، كما يجب أن تتابع جلسات علاج نفسي	['B']	['2']
ارجوا ان اجد حل لمشكلتي باذن الله في هذا الموقع الرائع انشاء الله مشكلتي هيا أرق والتفكير والوسواس القهري الخفيف عمري 18 سنة وزني 43 طولي 135 هل هناك دواء يحل مشكلتي هذه مثل دواء بروزاك هل ينفع للوسواس القهري الخفيف والاكتئاب الخفيف والارق وكم اخذ جرعة منه حتا ينفع باذن الله الواحد الأحد	استيقظ فجراً وامنع النوم نهاراً تماما وتناول أطعمة صحية خضروات وفواكه مارس الرياضة والمشي دائما مع الناس.. لا تجلس وحدك... العلاج الطبيعي افضل بدون أدوية	['B', 'C']	['1']
السلام عليكم انا اعاني من رهاب اجتماعي ورجفة وتعرق وتلعثم من اللقاء جمهور و الامامه بالصلاة وصب القهوة لظيوف ماهو العلاج الدوئي جربت حبوب اندرال وجربت بروزاك دون جدوى	الرهاب الاجتماعى له علاج سلوكى بالتعرض التدريجى للمثير بمعنى ان يتم التدريب على سبيل المثال التحدث امام الجمهور يكون فى البداية التحدث امام المرأءة ثم التحدث امام اهل المنزل ثم تدريجيا يبداء اختفاء هذة الاعراض واما عن الرهاب الاجتماعى يكون الاعلاج بالغمر جيد بمعنى محاولة الاندماج فى المجتمع كانشطة تطوعية او تكوين صداقات	['B']	['2']
من سنة انا في هذه المرحلة بالبداية اقرة كثير وبتركيز ولكن الان بعد شهرين اكره الدراسة وفي قلق واضطراب وخوف و اكتئاب حاد ولا اشعر بهذه الافكر باوقات الاستراحة ما الحل الامتحان بعد شهرين وهي مرحلة مصيرية وتحديد مستقبل	لا بد من الاستعانة بالطبيب النفسي	['B']	['1', '2']
السلام عليكم.. انا شخصت بثنائي القطب من النوعين الاول و الثاني الحمد لله.. السؤال هل أكمل الزواج بخطيبتي المصابه بنفس المرض والحمد لله ؟؟؟ أحبها و متعلق بها جدا و هي ملاذي من دون الناس.. زواجنا بعد ثلاثه شهور. نصيحتكم جزاكم الله خيرا	بالتوفيق والرفاء والبنين مع تقدير كل منكما لظروف الآخر واستكمال العلاج النفسي وليس الدوائي فقط	['A', 'B']	['2', '3']
بعض الايام اعاني من الفراغ انني لا اريد العيش وبعض الايام اكون فيها طبيعي وسعيد	هذا طبيعي جداًإيقاع الحياة العاديمثل نبضات القلب (انقباض/انبساط) والتنفس (شهيق/زفير) ورمشات العين والدورة الشهريةالمهم أن نملأ حياتنا بالنشاطدراسي .. اجتماعي.. ثقافي... رياضي .. الخ	['A']	['1']
احب فتاة شخصت ثنائي القطب فصام واخرها اضطراب الشخصية الحدية كانت تحبني في البداية وساعدها هذا بتحسن كبير واي انتكاسة كنت قريب منهاوتمر بسلام ولما اردت خطبتها رفضت امها لاني من بلد اخر وكانت تزرع افكار غريبة عني براسها وانتكست كثيرا وتتصرف بغرابة وتشتم واعذرها واتعامل معها بلطف اريد انقاذها ماذا افعل	التعاون مع الأقارب والاصدقاء مفيد جداً في العلاج	['Z']	['1']
مزاجيه مغرطه هوس خفيف ابتعاد عن الواقع	العلاج النفسي مهم	['A']	['2']
السلام عليكم .فتاة ابلغ ال 17 عشر و اشعر انني لست بخير و هذا منذ القدم لكنني لم الحظ هذا الا قبل اسبوع او اكثر اعاني من تقلب مزاجي السريع جدا مثلا ان كنت حزينة فأصبح سعيدة في غضون دقائق ثم اغضب و ابتسم في وسط غضبي ...ابكي بعدها لا مكالمة طبيعية مع الناس الا و قد اكون شعرت بالف شعور .ما الحل	العلاج النفسي هو الحل	['A', 'C', 'E']	['1']
السلام وعليكم دكتور انا قبل شهرين دخنت ثلث سحبات من سقارت مخدرات ومن بعده عانيت بشعور خوف لمدت اسبوع ولاكن يبقى شعور غريب داخلي ويتبدل هاذا الشعور وذهبت لطبيب فنصحني سبرالكس	قدتكون بسبب المادة المخدرة	['B', 'E']	['1']
اعاني من قلق وخوف شديد من الموت وما بعد الموت ومن عملية الموت وايضاً لدي قلق من المستقبل + فاقد طعم الحماس الدراسي مثلما كنت سابقاً	بحاجة لعلاج نفسي معرفي و دعم اجتماعي	['A', 'B']	['2']
